"","week","group","mouse","weight","sex","series"
"28943",35,"group 6","332",35.6,"female","group 6 female"
"28944",36,"group 6","332",36.8,"female","group 6 female"
"28945",37,"group 6","332",37.8,"female","group 6 female"
"28946",38,"group 6","332",38.6,"female","group 6 female"
"28947",39,"group 6","332",36.8,"female","group 6 female"
"28948",40,"group 6","332",38.2,"female","group 6 female"
"28949",41,"group 6","332",36.5,"female","group 6 female"
"28950",42,"group 6","332",38.1,"female","group 6 female"
"28951",43,"group 6","332",41.2,"female","group 6 female"
"28952",44,"group 6","332",42.9,"female","group 6 female"
"28953",45,"group 6","332",45.3,"female","group 6 female"
"28954",46,"group 6","332",44.6,"female","group 6 female"
"28955",47,"group 6","332",45.4,"female","group 6 female"
"28956",48,"group 6","332",46.4,"female","group 6 female"
"28957",49,"group 6","332",46.1,"female","group 6 female"
"28958",50,"group 6","332",47.2,"female","group 6 female"
"28959",51,"group 6","332",44.3,"female","group 6 female"
"28960",52,"group 6","332",47,"female","group 6 female"
"28961",53,"group 6","332",47.9,"female","group 6 female"
"28962",54,"group 6","332",48.6,"female","group 6 female"
"28963",55,"group 6","332",47.3,"female","group 6 female"
"28964",56,"group 6","332",48.9,"female","group 6 female"
"28965",57,"group 6","332",46.8,"female","group 6 female"
"28966",58,"group 6","332",47.7,"female","group 6 female"
"28967",59,"group 6","332",44.5,"female","group 6 female"
"28968",60,"group 6","332",40.8,"female","group 6 female"
"28969",61,"group 6","332",34.6,"female","group 6 female"
"28970",62,"group 6","332",27.3,"female","group 6 female"
"28971",63,"group 6","332",28.3,"female","group 6 female"
"28972",64,"group 6","332",34.6,"female","group 6 female"
"28973",65,"group 6","332",34,"female","group 6 female"
"28974",66,"group 6","332",33,"female","group 6 female"
"28975",67,"group 6","332",30.8,"female","group 6 female"
"28976",68,"group 6","332",36.1,"female","group 6 female"
"28977",69,"group 6","332",35.3,"female","group 6 female"
"28978",70,"group 6","332",41.1,"female","group 6 female"
"28979",71,"group 6","332",39.4,"female","group 6 female"
"28980",72,"group 6","332",36.2,"female","group 6 female"
"28981",73,"group 6","332",34.1,"female","group 6 female"
"29011",1,"group 6","333",15.8,"female","group 6 female"
"29012",2,"group 6","333",18.4,"female","group 6 female"
"29013",3,"group 6","333",18.11,"female","group 6 female"
"29014",4,"group 6","333",19.94,"female","group 6 female"
"29015",5,"group 6","333",22.03,"female","group 6 female"
"29016",6,"group 6","333",21.95,"female","group 6 female"
"29017",7,"group 6","333",24.12,"female","group 6 female"
"29018",8,"group 6","333",24.3,"female","group 6 female"
"29019",9,"group 6","333",23.1,"female","group 6 female"
"29020",10,"group 6","333",24.78,"female","group 6 female"
"29021",11,"group 6","333",26.42,"female","group 6 female"
"29022",12,"group 6","333",27.27,"female","group 6 female"
"29023",13,"group 6","333",24.93,"female","group 6 female"
"29024",14,"group 6","333",26.9,"female","group 6 female"
"29025",15,"group 6","333",28.09,"female","group 6 female"
"29026",16,"group 6","333",27.42,"female","group 6 female"
"29027",17,"group 6","333",26.7,"female","group 6 female"
"29028",18,"group 6","333",29.3,"female","group 6 female"
"29029",19,"group 6","333",28.9,"female","group 6 female"
"29030",20,"group 6","333",32.2,"female","group 6 female"
"29031",21,"group 6","333",31.2,"female","group 6 female"
"29033",23,"group 6","333",30.5,"female","group 6 female"
"29034",24,"group 6","333",30.6,"female","group 6 female"
"29035",25,"group 6","333",32,"female","group 6 female"
"29036",26,"group 6","333",31.6,"female","group 6 female"
"29037",27,"group 6","333",32.3,"female","group 6 female"
"29038",28,"group 6","333",34.6,"female","group 6 female"
"29039",29,"group 6","333",33.8,"female","group 6 female"
"29040",30,"group 6","333",30.2,"female","group 6 female"
"29041",31,"group 6","333",31.3,"female","group 6 female"
"29042",32,"group 6","333",31.8,"female","group 6 female"
"29043",33,"group 6","333",29.9,"female","group 6 female"
"29044",34,"group 6","333",31.6,"female","group 6 female"
"29045",35,"group 6","333",32.6,"female","group 6 female"
"29046",36,"group 6","333",30.2,"female","group 6 female"
"29047",37,"group 6","333",30.2,"female","group 6 female"
"29048",38,"group 6","333",29.7,"female","group 6 female"
"29049",39,"group 6","333",31.7,"female","group 6 female"
"29050",40,"group 6","333",26.5,"female","group 6 female"
"29051",41,"group 6","333",31.6,"female","group 6 female"
"29052",42,"group 6","333",26.1,"female","group 6 female"
"29053",43,"group 6","333",26.6,"female","group 6 female"
"29054",44,"group 6","333",27.1,"female","group 6 female"
"29055",45,"group 6","333",28.1,"female","group 6 female"
"29056",46,"group 6","333",24.5,"female","group 6 female"
"29057",47,"group 6","333",24,"female","group 6 female"
"29058",48,"group 6","333",22.6,"female","group 6 female"
"29059",49,"group 6","333",24.3,"female","group 6 female"
"29060",50,"group 6","333",25.7,"female","group 6 female"
"29061",51,"group 6","333",22.8,"female","group 6 female"
"29062",52,"group 6","333",25.4,"female","group 6 female"
"29063",53,"group 6","333",26.9,"female","group 6 female"
"29064",54,"group 6","333",28.6,"female","group 6 female"
"29065",55,"group 6","333",28.5,"female","group 6 female"
"29066",56,"group 6","333",29.3,"female","group 6 female"
"29067",57,"group 6","333",25.4,"female","group 6 female"
"29068",58,"group 6","333",25.4,"female","group 6 female"
"29069",59,"group 6","333",25.3,"female","group 6 female"
"29070",60,"group 6","333",26,"female","group 6 female"
"29071",61,"group 6","333",24.8,"female","group 6 female"
"29072",62,"group 6","333",24.6,"female","group 6 female"
"29073",63,"group 6","333",24.5,"female","group 6 female"
"29074",64,"group 6","333",24.4,"female","group 6 female"
"29113",1,"group 6","334",15.2,"female","group 6 female"
"29114",2,"group 6","334",18.7,"female","group 6 female"
"29115",3,"group 6","334",20.08,"female","group 6 female"
"29116",4,"group 6","334",22.23,"female","group 6 female"
"29117",5,"group 6","334",22.95,"female","group 6 female"
"29118",6,"group 6","334",23.23,"female","group 6 female"
"29119",7,"group 6","334",25.41,"female","group 6 female"
"29120",8,"group 6","334",27.3,"female","group 6 female"
"29121",9,"group 6","334",24.59,"female","group 6 female"
"29122",10,"group 6","334",27.13,"female","group 6 female"
"29123",11,"group 6","334",28.23,"female","group 6 female"
"29124",12,"group 6","334",29.52,"female","group 6 female"
"29125",13,"group 6","334",27.95,"female","group 6 female"
"29126",14,"group 6","334",28.7,"female","group 6 female"
"29127",15,"group 6","334",31.01,"female","group 6 female"
"29128",16,"group 6","334",28.51,"female","group 6 female"
"29129",17,"group 6","334",29.2,"female","group 6 female"
"29130",18,"group 6","334",31.7,"female","group 6 female"
"29131",19,"group 6","334",32.5,"female","group 6 female"
"29132",20,"group 6","334",33.1,"female","group 6 female"
"29133",21,"group 6","334",31.5,"female","group 6 female"
"29135",23,"group 6","334",30.5,"female","group 6 female"
"29136",24,"group 6","334",31.5,"female","group 6 female"
"29137",25,"group 6","334",31.1,"female","group 6 female"
"29138",26,"group 6","334",31.6,"female","group 6 female"
"29139",27,"group 6","334",30.9,"female","group 6 female"
"29140",28,"group 6","334",32.3,"female","group 6 female"
"29141",29,"group 6","334",31.1,"female","group 6 female"
"29142",30,"group 6","334",28.4,"female","group 6 female"
"29143",31,"group 6","334",28.5,"female","group 6 female"
"29144",32,"group 6","334",29.5,"female","group 6 female"
"29145",33,"group 6","334",30.1,"female","group 6 female"
"29146",34,"group 6","334",27.4,"female","group 6 female"
"29147",35,"group 6","334",27.4,"female","group 6 female"
"29148",36,"group 6","334",27.7,"female","group 6 female"
"29149",37,"group 6","334",26.2,"female","group 6 female"
"29150",38,"group 6","334",27.4,"female","group 6 female"
"29151",39,"group 6","334",19.2,"female","group 6 female"
"29152",40,"group 6","334",18.2,"female","group 6 female"
"29153",41,"group 6","334",27.4,"female","group 6 female"
"29215",1,"group 6","335",16.3,"female","group 6 female"
"29216",2,"group 6","335",19.4,"female","group 6 female"
"29217",3,"group 6","335",20.48,"female","group 6 female"
"29218",4,"group 6","335",21.67,"female","group 6 female"
"29219",5,"group 6","335",22.41,"female","group 6 female"
"29220",6,"group 6","335",22.74,"female","group 6 female"
"29221",7,"group 6","335",22.59,"female","group 6 female"
"29222",8,"group 6","335",24.5,"female","group 6 female"
"29223",9,"group 6","335",24.25,"female","group 6 female"
"29224",10,"group 6","335",23.28,"female","group 6 female"
"29225",11,"group 6","335",25.25,"female","group 6 female"
"29226",12,"group 6","335",23.3,"female","group 6 female"
"29227",13,"group 6","335",24.24,"female","group 6 female"
"29228",14,"group 6","335",25.4,"female","group 6 female"
"29229",15,"group 6","335",23.34,"female","group 6 female"
"29230",16,"group 6","335",24.95,"female","group 6 female"
"29231",17,"group 6","335",24.5,"female","group 6 female"
"29232",18,"group 6","335",26.6,"female","group 6 female"
"29233",19,"group 6","335",28.5,"female","group 6 female"
"29234",20,"group 6","335",28.7,"female","group 6 female"
"29235",21,"group 6","335",28.2,"female","group 6 female"
"29237",23,"group 6","335",24.6,"female","group 6 female"
"29238",24,"group 6","335",25.3,"female","group 6 female"
"29239",25,"group 6","335",26.6,"female","group 6 female"
"29240",26,"group 6","335",31.6,"female","group 6 female"
"29241",27,"group 6","335",28.1,"female","group 6 female"
"29242",28,"group 6","335",26.8,"female","group 6 female"
"29243",29,"group 6","335",31.5,"female","group 6 female"
"29244",30,"group 6","335",29.6,"female","group 6 female"
"29245",31,"group 6","335",30.5,"female","group 6 female"
"29246",32,"group 6","335",30.4,"female","group 6 female"
"29247",33,"group 6","335",31.2,"female","group 6 female"
"29248",34,"group 6","335",29.6,"female","group 6 female"
"29249",35,"group 6","335",31.9,"female","group 6 female"
"29250",36,"group 6","335",28.1,"female","group 6 female"
"29251",37,"group 6","335",27,"female","group 6 female"
"29252",38,"group 6","335",27.1,"female","group 6 female"
"29253",39,"group 6","335",25,"female","group 6 female"
"29254",40,"group 6","335",23,"female","group 6 female"
"29255",41,"group 6","335",29.6,"female","group 6 female"
"29256",42,"group 6","335",23.5,"female","group 6 female"
"29257",43,"group 6","335",23.9,"female","group 6 female"
"29258",44,"group 6","335",25.2,"female","group 6 female"
"29259",45,"group 6","335",26.8,"female","group 6 female"
"29260",46,"group 6","335",28.1,"female","group 6 female"
"29261",47,"group 6","335",31,"female","group 6 female"
"29262",48,"group 6","335",30.4,"female","group 6 female"
"29263",49,"group 6","335",29.6,"female","group 6 female"
"29264",50,"group 6","335",29.9,"female","group 6 female"
"29265",51,"group 6","335",26.2,"female","group 6 female"
"29266",52,"group 6","335",32.1,"female","group 6 female"
"29267",53,"group 6","335",32.5,"female","group 6 female"
"29268",54,"group 6","335",32.3,"female","group 6 female"
"29269",55,"group 6","335",28.4,"female","group 6 female"
"29270",56,"group 6","335",29.8,"female","group 6 female"
"29271",57,"group 6","335",33,"female","group 6 female"
"29272",58,"group 6","335",28.4,"female","group 6 female"
"29273",59,"group 6","335",28.2,"female","group 6 female"
"29274",60,"group 6","335",27.6,"female","group 6 female"
"29275",61,"group 6","335",26.8,"female","group 6 female"
"29276",62,"group 6","335",26.5,"female","group 6 female"
"29277",63,"group 6","335",25.4,"female","group 6 female"
"29278",64,"group 6","335",24.4,"female","group 6 female"
"29279",65,"group 6","335",26,"female","group 6 female"
"29280",66,"group 6","335",24.1,"female","group 6 female"
"29281",67,"group 6","335",23.2,"female","group 6 female"
"29282",68,"group 6","335",24.5,"female","group 6 female"
"29283",69,"group 6","335",23.6,"female","group 6 female"
"29284",70,"group 6","335",26.1,"female","group 6 female"
"29285",71,"group 6","335",23.9,"female","group 6 female"
"29286",72,"group 6","335",22.8,"female","group 6 female"
"29287",73,"group 6","335",23.1,"female","group 6 female"
"29317",1,"group 6","336",16.7,"female","group 6 female"
"29318",2,"group 6","336",18.7,"female","group 6 female"
"29319",3,"group 6","336",19.44,"female","group 6 female"
"29320",4,"group 6","336",22.45,"female","group 6 female"
"29321",5,"group 6","336",23.04,"female","group 6 female"
"29322",6,"group 6","336",23.55,"female","group 6 female"
"29323",7,"group 6","336",25.46,"female","group 6 female"
"29324",8,"group 6","336",26.4,"female","group 6 female"
"29325",9,"group 6","336",28.85,"female","group 6 female"
"29326",10,"group 6","336",28.1,"female","group 6 female"
"29327",11,"group 6","336",28.81,"female","group 6 female"
"29328",12,"group 6","336",28.33,"female","group 6 female"
"29329",13,"group 6","336",31.02,"female","group 6 female"
"29330",14,"group 6","336",30.2,"female","group 6 female"
"29331",15,"group 6","336",30.01,"female","group 6 female"
"29332",16,"group 6","336",29.23,"female","group 6 female"
"29333",17,"group 6","336",29.5,"female","group 6 female"
"29334",18,"group 6","336",31.3,"female","group 6 female"
"29335",19,"group 6","336",33.9,"female","group 6 female"
"29336",20,"group 6","336",33.8,"female","group 6 female"
"29337",21,"group 6","336",32,"female","group 6 female"
"29339",23,"group 6","336",30,"female","group 6 female"
"29340",24,"group 6","336",31.2,"female","group 6 female"
"29341",25,"group 6","336",31.4,"female","group 6 female"
"29342",26,"group 6","336",31.6,"female","group 6 female"
"29343",27,"group 6","336",30.8,"female","group 6 female"
"29344",28,"group 6","336",32.3,"female","group 6 female"
"29345",29,"group 6","336",32.6,"female","group 6 female"
"29346",30,"group 6","336",30.8,"female","group 6 female"
